City;Region;Country;AirQuality;WaterPollution;ph;Hardness;Solids;Chloramines;Sulfate;Conductivity;Organic_carbon;Trihalomethanes;Turbidity;Potability
Hyderabad;Telangana;India;3.149.253.731;7.010.703.364;;16.904.191.749.811.700;361.528.208.993.245;8.330.388.898.197.660;32.903.971.017.616.400;5.907.487.871.802.910;17.695.114.357.126.000;10.315.046.264.537.800;3.995.973.787.492.760;0
Islamabad;Islamabad Capital Territory;Pakistan;6.741.803.279;5.132.743.363;2.612.035.914.817.260;18.880.412.573.040.800;3.479.825.258.680.310;679.643.915.408.815;;4.680.802.666.084.350;13.170.763.209.203.300;49.523.769.983.067.600;4.765.205.370.159.000;0
Zagreb;;Croatia;697.740.113;2.659.883.721;8.490.571.562.027.730;20.412.364.839.335.700;22.989.796.389.946.600;827.079.293.672.615;35.884.711.499.708.400;4.350.008.983.082.290;17.084.245.654.876.100;6.242.163.705.791.020;38.755.568.051.367.700;0
Genoa;Liguria;Italy;5.172.413.793;30;;21.354.193.229.259.000;2.253.971.161.451.210;69.572.041.785.868.600;3.340.411.862.066.900;46.339.884.709.083.700;11.623.019.157.977.600;6.961.584.964.492.820;33.985.925.873.166.500;0
Manila;Metro Manila;Philippines;1.701.570.681;837.431.694;8.858.401.531.200.460;25.461.751.866.421.600;9.624.300.462.110.110;7.954.015.627.092.470;34.840.819.490.164.000;34.430.336.252.225.800;7.935.467.758.332.200;7.810.854.981.556.720;5.525.726.338.121.710;0
Quezon City;Metro Manila;Philippines;2.380.952.381;8.012.820.513;609.815.652.147.278;189.995.845.993.418;27.776.901.051.693.300;64.430.978.778.694.500;3.479.304.004.157.370;24.585.963.197.125.200;1.463.688.225.637.750;7.342.463.245.501.650;39.773.623.643.299.700;0
Le Mans;;France;95;50;841.997.068.212.899;18.571.898.879.367;13.237.989.604.570.800;3.998.265.840.980.650;3.081.426.388.528.510;46.364.727.737.284.100;1.720.956.505.547.080;4.878.311.165.978.780;3.962.478.314.282.770;0
Caloocan;Metro Manila;Philippines;25;8.333.333.333;9.286.155.021.432.370;2.226.615.513.815.930;12.311.268.365.978.000;7.289.866.041.052.640;3.322.393.594.928.600;35.374.009.999.706.400;14.171.762.565.335.400;;5.239.981.870.081.680;0
Bordeaux;;France;6.847.826.087;4.264.705.882;7.875.895.135.481.780;22.628.478.781.681.200;12.710.249.451.611.700;73.031.265.831.516.500;3.464.032.581.373.670;4.453.741.474.328.590;6.063.461.912.529.130;6.312.804.403.102.220;4.238.589.203.481.520;0
Buenos Aires;;Argentina;5.426.470.588;5.484.375;77.253.329.080.747.500;25.226.549.119.785.600;36.477.738.112.419.000;838.676.100.823.379;4.265.435.897.565.110;33.941.132.665.631.400;17.485.844.248.946.000;6.048.388.466.227.110;37.248.367.036.446.900;0
Mexico City;;Mexico;1.807.909.605;6.959.064.327;3.388.090.610.523.890;2.120.289.444.657.200;20.230.125.576.951.700;8.569.781.529.733.310;34.915.599.871.275.100;3.539.129.274.416.650;18.208.339.671.899.800;8.238.787.399.017.330;2.798.600.948.267.040;0
Tokyo;;Japan;6.187.150.838;3.794.117.647;6.745.306.715.080.950;21.842.463.701.923.300;21.871.838.700.042.400;7.165.509.192.468.920;;37.305.010.163.921.300;16.826.619.464.762.300;7.408.607.997.264.360;39.023.525.898.765.000;0
La Paz;La Paz Department;Bolivia;2.794.117.647;7.954.545.455;;19.042.389.854.156.600;28.062.641.892.040.300;9.615.147.026.994.790;3.572.267.094.963.160;26.377.191.350.453.700;1.344.522.519.676.090;6.705.555.840.299.210;56.290.156.360.573.200;0
Barcelona;Catalonia;Spain;3.549.723.757;5.131.578.947;7.183.825.723.393.180;26.185.079.976.925.200;14.100.968.986.979.900;9.008.495.193.731.890;3.587.247.021.216.800;2.904.238.383.652.440;1.714.990.712.568.710;8.202.511.580.240.520;4.597.165.511.526.860;0
Makati;Metro Manila;Philippines;3.421.052.632;7.094.594.595;10.111.976.704.648.600;2.404.321.002.291.380;15.331.302.691.753.100;5.392.651.282.023.050;36.190.292.619.839.700;4.030.418.101.498.440;1.613.112.428.701.450;6.111.114.633.827.720;3.425.763.242.173.680;0
Nagpur;Maharashtra;India;4.661.016.949;6.944.444.444;7.397.413.298.543.410;12.254.103.985.982.500;8.855.114.121.331.360;6.888.688.939.098.400;24.160.753.233.585.000;48.985.160.040.482.500;13.365.906.195.266.200;;3.149.157.510.432.670;0
Abidjan;;Cote d'Ivoire;6.944.444.444;7.941.176.471;7.812.804.388.310.300;19.658.388.603.095.600;42.550.841.815.771.700;7.334.647.639.669.250;;44.254.577.454.824.400;14.666.917.242.315.600;;6.204.846.358.828.900;0
Abu Dhabi;Emirate of Abu Dhabi;United Arab Emirates;5.598.290.598;3.799.019.608;6.877.456.932.576.710;13.687.921.387.078.700;27.433.587.294.151.700;7.091.521.514.260.430;3.073.970.883.038.850;3.421.963.466.344.730;18.403.845.830.232.900;8.119.341.217.121.220;38.276.500.717.354.400;0
Athens;Attica Region;Greece;4.417.412.141;3.031.561.462;;1.469.702.452.251.050;16.367.458.371.975.400;7.687.037.185.889.340;;46.894.501.475.022.600;1.860.138.073.373.630;4.956.196.889.416.340;4.664.350.321.001.550;0
Caracas;Capital District;Venezuela;43.359.375;6.906.779.661;;23.080.948.246.855.600;27.418.781.044.480.000;7.136.498.391.730.540;3.693.100.077.981.300;27.466.059.655.361.400;9.578.584.600.170.410;7.237.690.878.332.550;4.197.595.209.206.810;0
Pune;Maharashtra;India;3.910.788.382;7.186.147.186;7.521.051.678.672.170;26.705.964.744.893.000;2.686.537.374.090.520;10.449.450.309.656.700;;50.570.937.170.147.900;16.237.745.770.905.600;5.703.778.017.043.310;28.807.853.472.938.300;0
Guatemala City;Guatemala Department;Guatemala;3.928.571.429;6.953.125;8.550.875.469.289.330;2.312.487.868.055.430;28.918.419.953.077.100;7.822.528.490.547.920;369.264.222.748.674;43.228.527.002.719.300;16.266.296.687.636.800;7.314.946.432.483.580;37.728.866.074.587.600;0
Havana;Havana Province;Cuba;4.666.666.667;50;10.308.477.656.813.700;2.172.197.464.316.330;27.653.235.184.410.600;8.912.266.340.684.620;3.695.312.063.532.320;3.829.515.048.389.690;6.580.401.550.826.250;5.957.603.991.058.590;3.285.077.052.469.840;0
Valenzuela;Metro Manila;Philippines;4.868.421.053;8.815.789.474;;25.267.046.903.410.000;29.368.674.184.052.200;9.906.146.627.223.740;4.339.522.119.479.900;4.652.166.206.201.470;13.221.033.634.237.400;8.419.860.653.327.540;5.052.736.766.116.990;0
Pasig;Metro Manila;Philippines;2.794.117.647;8.269.230.769;7.371.085.073.209.560;20.771.682.442.123.400;24.913.837.165.890.000;9.616.330.436.939.960;3.623.001.800.484.010;36.316.853.841.901.800;11.542.661.782.175.100;6.772.070.437.929.210;44.125.895.367.028.100;0
Antipolo;;Philippines;6.029.411.765;75;11.180.694.664.461.900;22.830.086.036.125.300;16.600.392.746.647.000;60.940.005.305.237.900;;5.040.505.391.333.050;15.035.046.907.486.400;11.073.929.934.431.200;38.098.416.540.991.400;0
Osijek;Osijek-Baranja County;Croatia;83.75;1.333.333.333;6.506.487.766.502.460;20.228.593.794.959.100;17.087.076.901.837.200;6.201.982.767.323.310;32.666.236.831.259.800;48.177.193.425.228;16.535.185.927.180.000;4.620.574.791.071.060;35.487.755.887.477.300;0
Cagayan de Oro;;Philippines;62.5;100;6.643.935.774.662.300;1.518.896.001.137.790;10.909.194.592.323.000;37.496.251.483.009.600;24.093.672.213.751.100;4.379.090.051.656.050;15.264.742.348.024.000;6.420.396.370.266.330;38.129.529.259.917.800;0
Rijeka;Primorje-Gorski Kotar County;Croatia;75;1.785.714.286;5.033.773.989.751.660;15.532.147.750.080.200;3.497.180.748.262.680;7.121.477.448.104.930;3.201.154.970.205.280;5.006.373.261.700.030;18.312.498.541.935.800;6.319.330.598.951.370;32.449.484.773.190.600;0
Split;Split-Dalmatia County;Croatia;7.171.052.632;30;691.260.756.198.984;1.557.404.952.352.640;17.973.178.859.011.800;4.916.302.562.031.350;2.759.082.278.598.390;4.396.480.512.193.920;18.380.711.926.381.900;555.074.684.684.337;26.122.489.531.921.600;0
Butuan;;Philippines;37.5;6.666.666.667;7.977.635.990.880.490;24.589.513.040.867.400;3.217.006.916.009.620;963.563.608.296.433;3.995.831.549.217.660;4.736.624.527.645.490;11.728.338.195.960.700;2.381.701.990.494.780;3.552.129.499.701.650;0
Kiel;Schleswig-Holstein;Germany;93.75;25;6.078.335.836.509.270;19.750.191.189.847.200;3.595.779.218.259.470;8.130.472.208.247.290;3.795.277.062.923.900;36.006.047.735.582.700;2.009.841.289.135.690;4.186.595.951.021.340;420.158.090.550.856;0
Schwerin;Mecklenburg-Western Pomerania;Germany;87.5;50;6.242.414.484.103.840;19.190.872.954.929.200;28.149.411.791.622.800;7.130.436.799.595.520;3.193.067.850.802.740;4.482.425.267.423.010;19.370.090.874.546.200;6.093.948.098.211.980;45.087.050.978.944.800;0
Potsdam;Brandenburg;Germany;8.863.636.364;1.071.428.571;6.063.354.789.891.070;16.076.731.128.492.500;1.477.514.559.575.290;7.484.103.646.670.230;30.582.855.327.870.000;32.727.023.868.075.700;12.309.015.955.365.200;6.903.845.387.066.930;34.673.369.148.168.500;0
Hanover;Lower Saxony;Germany;75;2.291.666.667;8.129.585.513.966.720;17.789.896.662.548.100;2.783.421.769.634.040;900.600.774.687.328;3.344.385.388.035.780;3.970.214.275.538.660;15.936.261.676.600.700;8.139.075.849.624.520;33.625.371.351.987.900;0
D?sseldorf;North Rhine-Westphalia;Germany;6.481.481.481;2.391.304.348;9.562.405.943.789.520;20.201.364.260.009.200;13.041.829.140.394.100;5.820.655.207.859.310;3.271.188.240.167.450;43.338.166.673.218.600;14.139.065.908.911.600;6.354.899.265.609.270;37.627.198.370.300.300;0
Mainz;Rhineland-Palatinate;Germany;8.611.111.111;35;8.167.792.632.308.250;20.091.375.467.195.000;27.141.362.902.943.400;7.262.416.638.654.260;34.416.113.431.571.900;5.255.987.875.011.580;16.142.284.003.388.200;6.623.143.553.591.850;4.289.395.484.098.240;0
Wiesbaden;Hesse;Germany;7.321.428.571;42.5;8.594.416.135.206.470;27.002.270.585.231.000;15.791.675.351.127.200;591.269.062.429.658;;6.725.569.992.377.070;2.018.405.147.231.260;54.961.285.253.429.500;3.568.991.707.976.400;0
Dubrovnik;Dubrovnik-Neretva County;Croatia;87.5;40;;16.738.612.732.636.100;20.944.620.814.413.100;4.963.124.049.313.220;;5.663.392.939.723.460;1.131.880.659.612.480;;36.797.950.347.550.200;0
Saarbr?cken;Saarland;Germany;87.5;12.5;6.825.467.900.630.390;18.705.170.966.607.400;4.614.012.684.950.230;6.137.757.462.086.740;3.527.021.822.368.810;3.734.272.354.878.940;12.606.381.646.809.600;587.522.013.156.628;3.027.449.578.045.160;0
Lipa;;Philippines;87.5;25;7.861.177.700.998.560;20.427.424.109.989.300;25.145.024.124.785.500;7.923.315.374.812.140;3.382.138.034.436.880;46.948.696.124.616.100;15.993.410.350.862.400;8.616.729.829.337.070;4.157.656.628.375.070;0
Munich;Bavaria;Germany;7.441.860.465;1.546.610.169;4.965.773.559.644.960;22.084.863.863.404.000;2.180.274.489.792.890;6.250.578.031.106.520;3.115.981.359.666.630;3.864.133.315.184.270;18.035.237.542.145.100;5.390.817.735.397.110;34.217.668.494.012.500;0
Dresden;Saxony;Germany;75;7.894.736.842;6.207.432.967.614.710;19.293.702.709.690.600;13.442.603.471.136.600;5.819.022.939.611.380;32.590.656.176.552.800;5.337.958.508.176.800;1.468.753.933.733.600;6.048.503.329.496.190;3.549.298.841.293.140;0
Magdeburg;Saxony-Anhalt;Germany;93.75;6.25;;15.700.128.743.205.100;20.067.105.328.107.000;8.071.051.028.920.460;;4.909.097.122.372.670;1.732.294.642.996.240;7.196.926.138.101.610;4.417.559.791.016.320;0
Innsbruck;Tyrol;Austria;75;78.125;976.925.100.608.684;2.642.656.542.791.370;847.167.738.143.048;8.349.709.766.709.020;35.926.854.259.335.000;353.196.475.487.524;15.047.086.914.887.900;52.645.458.533.937.700;4.636.556.195.256.850;0
Bregenz;Vorarlberg;Austria;95;50;9.630.665.479.903.340;1.528.624.334.841.570;2.364.170.256.530.380;6.925.706.079.789.440;33.314.831.765.902.400;417.167.072.927.369;1.667.018.391.749.720;8.999.757.421.954.390;4.920.091.157.959.160;0
Vienna;;Austria;8.270.547.945;1.014.492.754;5.187.471.605.436.370;10.475.242.498.882.700;20.060.078.727.201.100;6.913.910.913.807.510;;368.815.428.587.841;15.140.348.487.780.100;9.865.664.588.216.380;32.032.578.962.619.900;0
Stockholm;Stockholm County;Sweden;8.320.610.687;150.390.625;7.633.570.087.677.550;19.965.299.957.786.400;16.312.154.973.975.000;9.900.546.897.053.900;35.856.628.208.672.000;42.053.417.182.791.800;10.539.392.269.728.600;10.024.270.600.375.700;29.270.667.668.863.700;0
Helsinki;Uusimaa;Finland;8.988.095.238;1.549.586.777;5.771.199.049.813.680;15.505.089.305.064.100;2.490.944.400.956.190;6.531.261.269.813.090;2.970.093.193.941.140;3.137.019.343.334.320;11.704.788.996.508.100;8.568.830.345.476.730;4.688.959.065.495.110;0
Dublin;;Ireland;6.702.380.952;3.970.588.235;6.579.969.329.401.550;1.972.269.809.109.490;1.765.708.417.649.320;4.506.293.474.405.810;2.902.898.942.591.150;25.439.327.560.480.700;9.847.655.275.717.840;7.374.971.646.660.220;4.575.931.871.590.860;0
Murmansk;Murmansk Oblast;Russia;5.714.285.714;1.428.571.429;480.115.436.807.586;18.077.287.075.636.600;13.556.734.397.114.700;8.977.286.380.775.290;32.206.244.697.172.200;5.873.950.117.046.600;12.401.368.065.703.000;6.202.818.652.446.980;4.418.638.131.667.750;0
Reykjavik;;Iceland;8.668.478.261;5.113.636.364;7.948.815.718.151.560;2.382.364.096.995.990;19.129.458.365.440.200;5.851.964.962.404.880;;434.655.458.610.077;8.663.293.700.705.420;6.730.404.028.450.390;36.922.508.612.698.100;0
Tallinn;Harju County;Estonia;818.877.551;1.861.702.128;6.906.992.171.811.650;21.678.529.084.002.400;1.999.123.914.904.890;7.302.351.651.289.450;34.010.602.778.835.100;3.564.591.368.515.820;9.614.106.024.611.770;6.112.264.362.555.350;21.247.593.522.163.000;0
Riga;;Latvia;62.5;3.195.652.174;;2.812.686.670.205.160;22.452.090.807.860.600;6.773.698.985.660.690;343.635.821.280.367;3.953.417.752.928.900;14.903.080.469.555.800;6.712.516.777.793.410;4.444.350.199.227.690;0
Bratislava;Bratislava Region;Slovakia;6.232.394.366;3.246.268.657;;19.077.945.990.455.600;12.224.310.506.438.500;4.646.211.052.742.900;30.856.488.629.958.300;39.927.135.893.177.800;11.876.796.669.068.900;6.188.663.598.802.020;34.631.725.477.162.500;0
Budapest;;Hungary;4.061.032.864;32.375;846.133.087.400.179;21.258.136.638.921.400;3.440.677.644.574.720;8.679.151.555.836.660;38.485.538.150.301.000;477.343.368.601.036;13.801.712.181.380.300;;3.771.944.146.409.470;0
Gdansk;Pomeranian Voivodeship;Poland;4.555.555.556;45;7.726.134.807.902.500;23.394.786.366.297.000;21.667.868.741.326.300;6.313.181.872.058.330;34.027.317.142.046.400;47.225.899.373.256.800;1.439.986.001.596.120;3.657.803.788.764.190;37.206.369.044.524.100;0
Frankfurt;Hesse;Germany;6.339.285.714;2.598.039.216;;24.766.157.328.612.300;19.549.499.341.288.200;8.769.670.289.862.690;;4.388.657.751.120.620;16.624.653.615.400.100;6.494.900.818.458.930;3.777.737.413.505.420;0
Wroclaw;Lower Silesian Voivodeship;Poland;2.568.807.339;354.368.932;8.927.078.148.301.740;24.187.510.504.564.600;22.821.254.376.566.500;854.973.827.385.147;36.797.555.785.867.600;3.801.972.000.224.390;10.859.287.278.110.300;758.570.678.201.616;460.186.095.914.794;0
Kochi;Kerala;India;365.625;6.840.277.778;6.208.015.539.719.020;1.532.211.063.194.910;17.358.796.365.042.100;821.493.885.317.026;3.282.820.289.976.490;48.119.567.347.842.100;1.427.409.227.521.020;6.271.819.917.163.480;4.334.615.732.320.450;0
Baguio;Cordillera Administrative Region;Philippines;2.688.679.245;664.893.617;6.128.425.635.295.910;1.414.924.095.070.380;9.615.832.709.692.540;762.791.913.004.187;2.779.517.037.266.140;4.150.087.368.963.960;16.435.842.913.307.200;5.069.392.671.149.390;4.633.823.861.920.790;0
Kaliningrad;Kaliningrad Oblast;Russia;55;55;;2.022.548.327.878.380;11.981.740.191.012.900;9.189.106.138.402.450;3.399.839.345.788.820;4.165.889.057.529.130;14.079.228.347.598.500;62.765.529.534.567.400;26.789.107.131.905.700;0
Luxembourg;;Luxembourg;8.310.810.811;2.045.454.545;7.308.048.848.275.570;2.747.049.504.716.480;14.600.539.521.891.900;8.105.802.881.560.640;38.456.485.247.977.700;4.156.072.777.934.950;16.761.624.703.623.500;689.372.269.462.471;3.696.119.711.501.410;0
Vaduz;;Liechtenstein;100;0;;17.009.923.566.929.500;3.990.619.027.101.480;6.554.996.212.799.910;;5.153.867.420.113.480;1.351.607.812.989.610;4.051.417.236.263.910;43.532.385.889.712.100;0
San Marino;;San Marino;87.5;50;8.640.886.408.909.480;20.156.872.409.536.300;26.473.713.238.961.500;6.967.094.561.617.940;3.523.065.857.102.100;3.099.832.868.165.350;17.665.083.383.155.700;6.866.492.347.632.060;52.631.015.720.413.700;0
Phnom Penh;;Cambodia;2.606.382.979;7.083.333.333;;20.550.945.715.451.900;2.040.692.767.150.040;6.810.069.234.906.920;3.552.659.228.857.550;48.233.005.480.949.800;1.233.777.643.382.160;7.058.060.722.926.840;41.025.294.815.021.400;0
Arkhangelsk;Arkhangelsk Oblast;Russia;43.75;50;8.153.210.075.272.150;12.714.489.180.603.100;1.028.092.949.674.040;5.828.357.794.463.700;2.676.368.856.420.800;48.790.832.719.020.200;11.943.476.580.641.300;9.061.935.439.214.010;2.905.788.134.056.520;0
Ho Chi Minh City;;Vietnam;1.221.910.112;7.776.162.791;8.293.720.110.388.860;2.061.604.148.879.130;35.216.385.970.173.600;6.440.999.765.643.890;34.706.224.073.011.600;3.994.836.212.000.170;16.065.667.944.692.300;7.995.451.096.438.440;39.547.152.826.707.600;0
Hanoi;;Vietnam;1.570.247.934;7.735.042.735;;23.385.034.500.527.000;21.136.286.764.159.200;6.689.877.624.940.240;;33.273.758.653.626.500;9.745.282.008.835.600;7.752.994.450.694.150;33.108.585.080.012.600;0
Bangkok;;Thailand;2.685.185.185;7.083.333.333;;237.677.383.112.304;2.600.907.525.933.060;7.074.531.320.872.400;3.726.002.964.294.520;34.476.792.440.431.100;1.444.223.828.109.800;7.269.624.048.876.340;37.066.017.915.406.800;0
Andorra la Vella;Andorra la Vella;Andorra;37.5;25;9.489.972.878.325.850;23.406.996.516.164.700;15.513.740.377.963.100;4.735.332.223.870.270;;27.797.006.973.151.800;1.669.821.636.919.880;8.142.717.401.723.860;4.219.967.522.355.660;0
Kuala Lumpur;;Malaysia;3.943.452.381;6.568.322.981;783.097.634.338.162;19.079.904.405.060.900;7.695.063.934.702.980;48.452.054.756.401.000;2.925.158.244.968.420;5.074.454.883.280.780;15.526.658.445.697.100;8.500.950.589.690.450;4.588.784.656.948.850;0
Taipei;;Taiwan;5.247.933.884;4.487.179.487;4.430.281.211.546.540;13.968.575.880.006.600;28.862.257.169.818.700;896.137.237.710.277;29.837.945.836.409.000;4.347.812.670.644.660;172.992.944.626.111;6.304.250.092.306.020;4.384.565.155.637.750;0
Odessa;Odessa Oblast;Ukraine;50.5;5.885.416.667;7.240.739.638.887.760;201.186.804.455.864;2.378.309.955.637.770;7.751.285.440.069.850;3.409.836.833.605.510;5.792.203.941.324.680;13.486.379.098.933.200;6.265.023.550.372.380;3.556.297.467.154.500;0
Concepcion;Biobio Region;Chile;5.576.923.077;3.333.333.333;;260.205.359.611.888;19.517.724.799.117.600;8.764.168.678.117.550;36.882.103.684.917.700;25.102.089.870.586.400;12.804.588.146.581.200;4.865.189.042.828.210;36.655.217.644.695.200;0
Bologna;Emilia-Romagna;Italy;3.815.789.474;2.803.030.303;6.867.301.321.799.130;1.741.849.763.847.290;24.112.153.470.524.500;5.529.942.235.981.780;2.976.555.748.707.130;48.412.293.887.759.000;1.148.268.699.578.230;6.530.441.362.142.090;38.235.950.398.688.800;0
Petrozavodsk;Karelia;Russia;5.833.333.333;25;6.129.637.014.813.740;2.002.781.822.057.380;3.098.994.841.451.820;8.830.102.319.230.390;3.488.681.540.852.290;34.138.857.671.477.400;9.300.117.278.144.340;7.955.361.207.012.680;4.615.886.181.275.900;0
Cagliari;Sardinia;Italy;7.105.263.158;20;7.917.049.443.177.880;2.780.563.209.975.300;2.719.228.056.064.620;9.220.128.211.470.370;4.247.879.958.935.080;358.781.736.184.615;15.054.312.871.374.600;5.683.960.202.839.160;36.594.846.248.885.900;0
Catania;Sicily;Italy;4.642.857.143;5.555.555.556;6.511.618.075.241.810;18.187.342.172.896.400;29.136.814.623.869.700;7.685.775.096.243.830;34.575.163.845.059.700;4.753.413.506.694.920;12.321.232.157.466.500;5.243.761.714.005.610;4.850.433.707.754.160;0
Caserta;Campania;Italy;34.375;56.25;532.381.558.430.839;23.236.857.996.920.300;3.762.575.267.985.830;8.879.822.933.865.770;38.057.647.200.065.100;5.808.977.003.943.790;12.293.803.052.569.600;5.531.001.940.953.920;28.807.218.458.729.300;0
Ottawa;Ontario;Canada;8.456.375.839;2.799.295.775;6.769.572.868.656.790;16.893.707.245.387.100;11.067.181.147.840.900;7.121.263.608.584.250;30.579.495.029.776.200;2.895.424.601.158.540;18.545.902.961.239.700;6.200.157.128.395.560;5.220.540.269.610.250;0
